symbol	score.1	score.2	score.3	score.4	score.5	score.6	score.7	score.8
PDCD6IP	0	NA	NA	0	0	0	0	0
RTEL1	1	0	0.5	1	0	201	201	0
SUN3	0	NA	NA	0	0	0	0	0
CLCA4	0	NA	NA	0	0	0	0	0
PPP1R26	0	NA	NA	0	0	0	0	0
CASP9	0	NA	NA	0	0	0	0	0
ZNRF4	1	0	1	1	0	36	36	0
ZNF704	0	NA	NA	0	0	0	0	0
KCNA7	0	NA	NA	0	0	0	0	0
SF3B2	0	NA	NA	0	0	0	0	0
GPHN	0	NA	NA	0	0	0	0	0
SPG7	1	0	1	1	0	389	389	0
C14orf93	0	NA	NA	0	0	0	0	0
USP39	0	NA	NA	0	0	0	0	0
CADM1	0	NA	NA	0	0	0	0	0
C11orf95	0	NA	NA	0	0	0	0	0
UVSSA	0	NA	NA	0	0	0	0	0
SETD1A	0	NA	NA	0	0	0	0	0
C9orf172	0	NA	NA	0	0	0	0	0
SULT2B1	0	NA	NA	0	0	0	0	0
COL9A3	0	NA	NA	0	0	0	0	0
PCDHA7	0	NA	NA	0	0	0	0	0
AOC3	0	NA	NA	0	0	0	0	0
CNNM4	0	NA	NA	0	0	0	0	0
DNMT1	0	NA	NA	0	0	0	0	0
KIF1BP	1	0	1	1	0	11	11	0
ERICH3	1	0	1	1	0	1127	1127	0
AATF	1	0	1	1	0	173	173	0
PLA2G4E	1	0	1	1	0	187	187	0
CCDC125	1	0	1	1	0	216	216	0
LCT	1	0	1	1	0	228	228	0
FUT3	1	0	0.5	1	0	196	196	0
RFX1	1	0	1	1	0	299	299	0
HOMER1	1	0	1	1	0	302	302	0
HCFC1	1	0	1	1	0	315	315	0
VSIG1	1	0	1	1	0	347	347	0
CACNA1F	1	0	0.5	1	0	398	398	0
L3MBTL4	0	NA	NA	0	0	0	0	430
MUT	1	0	1	1	0	461	461	0
ERCC6	1	0	1	1	0	483	483	0
CCDC171	1	0	1	1	0	509	509	0
CFAP58	1	0	1	1	0	576	576	0
HHIPL2	1	0	1	1	0	59	59	0
TNFRSF21	1	0	1	1	0	617	617	0
POSTN	1	0	1	1	0	686	686	0
OPA1	1	0	1	1	0	804	804	0
KLRB1	1	0	0.5	1	0	9	9	0
COL19A1	1	0	1	1	0	906	906	0
CP	1	0	1	1	0	950	950	0
SMC4	1	0.666666666666667	0.666666666666667	2	2	980	986	0
RASGRF1	1	0	0.5	1	0	268	268	0
HNRNPH2	1	0	1	1	0	111	111	0
BLOC1S4	1	0	1	1	0	117	117	0
NLRP1	1	0	1	1	0	1287	1287	0
NELFA	1	0	1	1	0	129	129	0
PLXNA1	1	0	1	1	0	1318	1318	0
LAMA3	1	0	1	1	0	1721	1721	0
TMEM169	1	0	1	1	0	19	19	0
MRC1	1	0	1	1	0	215	215	0
ITPR2	1	0	0.333333333333333	1	0	796	796	0
OPN4	1	0	1	1	0	277	277	0
PRR30	1	0	1	1	0	305	305	0
ZP4	1	0	1	1	0	328	328	0
HTR3D	1	0	1	1	0	401	401	0
TAOK3	1	0	1	1	0	463	463	0
HSD17B4	1	0	1	1	0	465	465	0
NOVA1	1	0	1	1	0	466	466	0
GRIN1	1	0	1	1	0	482	482	0
SLC10A2	1	0	0.5	1	0	67	67	0
WDR45	1	0	1	1	0	67	67	0
RASGRP1	1	0	1	1	0	682	682	0
ANKRD30B	1	0	0.5	1	0	286	286	0
C2orf71	1	0	0.5	1	0	114	114	0
UNC80	1	0	0.5	1	0	221	221	0
CADPS2	1	0	0.5	1	0	587	587	56
RNF43	0	NA	NA	0	0	0	0	12
MUL1	1	0	1	1	0	104	104	0
DZIP3	1	0	1	1	0	1100	1100	0
ARHGAP21	1	0	1	1	0	289	289	0
FAM171B	1	0	1	1	0	500	500	0
TTN	1	0	0.125	1	0	6240	6240	0
HAVCR1	1	0	0.5	1	0	65	65	0
PTPN2	1	0	1	1	0	109	109	0
HECTD1	1	0	0.5	1	0	51	51	0
ERCC5	1	0	1	1	0	3	3	0
TNN	1	0	1	1	0	40	40	0
GCAT	0	NA	NA	0	0	0	0	49
KY	1	0	1	1	0	595	595	0
AQP2	1	0	1	1	0	81	81	0
UBE2E3	1	0	1	1	0	134	134	0
CDC73	1	0	0.5	1	0	196	196	0
SLC7A6	1	0	1	1	0	410	410	0
CHPT1	1	0	0.5	1	0	49	49	0
KRTAP4-11	0	NA	NA	0	0	0	0	0
KLHL15	1	0	1	1	0	421	421	0
GPC3	0	NA	NA	0	0	0	0	0
CDHR5	0	NA	NA	0	0	0	0	0
AMDHD2	0	NA	NA	0	0	0	0	0
SAT1	1	0	1	1	0	146	146	0
APOBEC3F	0	NA	NA	0	0	0	0	0
ZNF211	0	NA	NA	0	0	0	0	0
HMGCR	0	NA	NA	0	0	0	0	0
SPHK1	0	NA	NA	0	0	0	0	0
SCAMP3	0	NA	NA	0	0	0	0	0
OTUB2	0	NA	NA	0	0	0	0	0
SOGA1	0	NA	NA	0	0	0	0	0
BOP1	0	NA	NA	0	0	0	0	0
ZNF226	0	NA	NA	0	0	0	0	0
GCN1	1	0	0.5	1	0	289	289	0
NPHP3	0	NA	NA	0	0	0	0	0
CSMD3	1	0	0.5	1	0	11	11	0
SLC35F3	1	0	1	1	0	154	154	0
CCIN	1	0	1	1	0	318	318	0
HYAL4	1	0	1	1	0	403	403	0
SPHKAP	1	0	0.5	1	0	535	535	0
ADAM23	1	0	1	1	0	620	620	0
TLR9	1	0	1	1	0	903	903	0
CELF1	1	0	1	1	0	144	144	0
HS3ST2	1	0	1	1	0	151	151	0
SORL1	1	0	1	1	0	1930	1930	0
TSNAXIP1	1	0	1	1	0	210	210	0
GALNT5	1	0	1	1	0	215	215	0
CHRNA3	1	0	1	1	0	230	230	0
IGF2BP1	1	0	1	1	0	230	230	0
TSPYL4	1	0	1	1	0	360	360	0
SERPINA7	1	0	1	1	0	388	388	0
ARHGAP6	1	0	1	1	0	398	398	0
COX4I1	1	0	1	1	0	40	40	0
LRFN5	1	0	0.5	1	0	60	60	0
MAP3K15	1	0	1	1	0	601	601	0
CHD5	1	0	1	1	0	620	620	0
TMEM143	1	0	1	1	0	65	65	0
PRRT3	0	NA	NA	0	0	0	0	68
KDM2B	1	0	1	1	0	711	711	0
PCDHA9	1	0	0.5	1	0	794	794	0
KIAA2022	1	0	0.5	1	0	579	579	0
HAGH	1	0	1	1	0	86	86	0
ZNF831	1	0	0.5	1	0	934	934	0
VSTM5	1	0	1	1	0	95	95	0
PCSK5	0	NA	NA	0	0	0	0	0
ANKRD46	0	NA	NA	0	0	0	0	0
JAZF1	0	NA	NA	0	0	0	0	0
RHOH	0	NA	NA	0	0	0	0	0
HSD3B1	0	NA	NA	0	0	0	0	0
ADH6	0	NA	NA	0	0	0	0	0
PYCARD	0	NA	NA	0	0	0	0	0
PLA2G4C	0	NA	NA	0	0	0	0	0
CXorf21	1	0	1	1	0	195	195	0
ANGPT1	0	NA	NA	0	0	0	0	0
APOA2	0	NA	NA	0	0	0	0	0
PRMT9	0	NA	NA	0	0	0	0	0
SERPINA1	0	NA	NA	0	0	0	0	0
TSPOAP1	0	NA	NA	0	0	0	0	0
LRRC24	0	NA	NA	0	0	0	0	0
FAM234B	0	NA	NA	0	0	0	0	0
ELOVL7	0	NA	NA	0	0	0	0	0
RBP3	1	0	1	1	0	1210	1210	0
COL5A2	1	0	1	1	0	132	132	0
HSPA13	1	0	1	1	0	164	164	0
ACOT9	1	0	1	1	0	21	21	0
WHSC1	1	0	1	1	0	211	211	0
MGA	0	NA	NA	0	0	0	0	2188
SLC35B2	1	0	1	1	0	249	249	0
MAGEB4	1	0	1	1	0	316	316	0
HDAC1	1	0	1	1	0	378	378	0
SAXO1	1	0	1	1	0	398	398	0
NLRP9	1	0	1	1	0	402	402	0
TPTE	1	0	1	1	0	449	449	0
MYO1F	1	0	0.333333333333333	1	0	550	550	0
DPP3	1	0	1	1	0	632	632	0
ZNF420	1	0	1	1	0	649	649	0
CTBS	1	0	1	1	0	66	66	0
ZNF688	1	0	1	1	0	66	66	0
HKDC1	1	0	0.5	1	0	656	656	0
SLC25A27	1	0	1	1	0	70	70	0
FBXO11	1	0	1	1	0	893	893	0
PNLIP	1	0	1	1	0	98	98	0
SETDB2	1	0	1	1	0	127	127	0
CORO1C	0	NA	NA	0	0	0	0	131
RPA4	1	0	1	1	0	170	170	0
C1orf226	1	0	1	1	0	188	188	0
AP3D1	1	0	1	1	0	216	216	0
ZNF558	1	0	1	1	0	255	255	0
SPRED1	1	0	1	1	0	268	268	0
OR2AE1	1	0	1	1	0	271	271	0
AUTS2	1	0	1	1	0	296	296	0
PPFIA2	1	0	0.5	1	0	314	314	0
CTCFL	1	1	1	2	2	358	368	0
PNMAL2	1	0	1	1	0	381	381	0
SYNCRIP	1	0	1	1	0	566	566	0
PTRF	1	0	1	1	0	60	60	0
UBN2	1	0	1	1	0	652	652	0
GNS	1	0	1	1	0	69	69	0
KANSL1	1	0	1	1	0	93	93	0
NECTIN3	1	0	1	1	0	97	97	0
PCDHB10	1	0	1	1	0	99	99	0
WNT2	0	NA	NA	0	0	0	0	202.5
GTF3C1	0	NA	NA	0	0	0	0	336
PAPPA2	1	0	0.333333333333333	1	0	49	49	0
PIN4	1	0	0.5	1	0	120	120	0
HOMER2	1	0	1	1	0	175	175	0
DNAJB2	1	0	1	1	0	280	280	0
TTF2	1	0	1	1	0	314	314	0
TOX3	1	0	1	1	0	500	500	0
TRMT5	1	0	1	1	0	53	53	0
EYA1	1	0	1	1	0	562	562	0
ZNF112	1	0	1	1	0	569	569	0
CALCA	1	0	1	1	0	68	68	0
ZRSR2	1	0	1	1	0	69	69	0
TRIM38	1	0	1	1	0	89	89	0
SLC35G2	0	NA	NA	0	0	0	0	66
PELP1	0	NA	NA	0	0	0	0	481
COL6A6	1	0	1	1	0	1738	1738	0
RCVRN	1	0	1	1	0	193	193	0
SVEP1	1	0	0.25	1	0	1661	1661	0
KIF1A	1	0	1	1	0	59	59	310
ADAMTS17	1	1	1	2	2	667	681	0
CIC	1	0	1	1	0	924	924	0
VWC2L	1	0	1	1	0	106	106	0
TEC	1	0	1	1	0	143	143	0
SPATA9	1	0	1	1	0	189	189	0
LHFPL4	1	0	1	1	0	239	239	0
LRP1B	1	0	1	1	0	2489	2489	0
GPR82	1	0	0.5	1	0	73	73	0
ADGRE1	1	0	1	1	0	322	322	0
KRTAP11-1	1	0	1	1	0	36	36	0
FHAD1	1	0	1	1	0	418	418	1340
STS	1	0	1	1	0	446	446	0
ITLN2	1	0	1	1	0	53	53	0
ZFYVE28	1	0	1	1	0	559	559	0
HIPK3	1	0	1	1	0	616	616	0
ADAMTS16	1	0	0.5	1	0	625	625	0
CDC37	1	0	1	1	0	64	64	0
CDCA2	1	0	1	1	0	714	714	0
TMEM161A	1	0	1	1	0	87	87	0
WNK2	0	NA	NA	0	0	0	0	0
SEMA3F	0	NA	NA	0	0	0	0	0
SGO2	0	NA	NA	0	0	0	0	0
EFHD1	0	NA	NA	0	0	0	0	0
SPTBN4	0	NA	NA	0	0	0	0	0
C1QTNF1	0	NA	NA	0	0	0	0	0
CFAP54	0	NA	NA	0	0	0	0	0
TENM2	1	0	0.5	1	0	1487	1487	0
C1QTNF7	0	NA	NA	0	0	0	0	0
TAAR5	1	0	1	1	0	209	209	0
OR52N2	0	NA	NA	0	0	0	0	0
C1orf61	0	NA	NA	0	0	0	0	0
SLC6A2	0	NA	NA	0	0	0	0	0
ST8SIA5	0	NA	NA	0	0	0	0	0
OBSCN	1	0	0.5	1	0	4529	4529	0
FREM2	1	0	1	1	0	1410	1410	0
SH3GL2	0	NA	NA	0	0	0	0	0
SLC23A1	0	NA	NA	0	0	0	0	0
CPNE6	1	0	1	1	0	398	398	0
NYX	0	NA	NA	0	0	0	0	0
ITGA8	0	NA	NA	0	0	0	0	0
GMCL1	0	NA	NA	0	0	0	0	0
DNAH5	1	0	0.25	1	0	1239	1239	0
APBA2	1	0	1	1	0	35	35	0
TNFAIP2	0	NA	NA	0	0	0	0	0
C19orf12	0	NA	NA	0	0	0	0	0
TOP2A	1	0	1	1	0	1130	1130	0
TPX2	0	NA	NA	0	0	0	0	0
GRIK5	0	NA	NA	0	0	0	0	0
SEC11A	0	NA	NA	0	0	0	0	0
SLC4A10	0	NA	NA	0	0	0	0	0
SSX1	1	0	1	1	0	111	111	0
HEATR9	1	0	1	1	0	117	117	0
GPR141	1	0	1	1	0	146	146	0
PRPS1L1	1	0	1	1	0	167	167	0
ZNF585B	1	0	0.5	1	0	426	426	0
HLTF	1	0	0.5	1	0	665	665	0
PPP5C	1	0	1	1	0	96	96	0
NFIA	1	0	1	1	0	105	105	0
PRAMEF20	1	0	1	1	0	125	125	0
ATXN3L	1	0	1	1	0	136	136	0
GOLGA4	1	0	0.333333333333333	1	0	1484	1484	0
ODF3B	1	0	1	1	0	150	150	0
SON	0	NA	NA	0	0	0	0	1632
TMC6	1	0	1	1	0	165	165	0
RMI1	1	0	1	1	0	168	168	0
SLC39A5	1	0	1	1	0	170	170	0
BTAF1	1	0	1	1	0	174	174	0
PCDHGA1	1	0	1	1	0	18	18	0
DOPEY2	1	0	1	1	0	1806	1806	0
BICD1	1	0	1	1	0	182	182	0
HIVEP1	1	0	1	1	0	1830	1830	0
OR14C36	1	0	1	1	0	185	185	0
ACPP	1	0	1	1	0	202	202	0
PIAS2	1	0	1	1	0	211	211	150
UBQLN1	1	0	1	1	0	218	218	0
TOM1L1	1	0	1	1	0	223	223	0
SCFD2	1	0	1	1	0	242	242	0
TMEM130	0	NA	NA	0	0	0	0	248
DMXL2	1	0	0.5	1	0	372	372	0
OR52E2	1	0	1	1	0	276	276	0
WDR87	1	0	1	1	0	2873	2873	0
TMC5	1	0	0.5	1	0	30	30	0
C1orf87	1	0	1	1	0	305	305	0
SLC26A2	1	0	1	1	0	316	316	398
FBXL13	1	0	1	1	0	331	331	0
ZC3H15	1	0	1	1	0	383	383	0
HIST1H4B	1	0	0.5	1	0	12	12	0
RFC1	0	NA	NA	0	0	0	0	538
CAPN2	1	0	1	1	0	541	541	0
OPRL1	1	0	1	1	0	57	57	0
CCDC170	1	0	1	1	0	574	574	0
EGFLAM	1	0	1	1	0	607	607	0
PAPOLA	1	0	1	1	0	65	65	0
MAB21L2	1	0	1	1	0	78	78	0
FBRS	1	0	1	1	0	80	80	0
C6	1	0	1	1	0	884	884	0
RBBP6	1	0	1	1	0	953	953	0
HMCN1	1	0	0.166666666666667	1	0	1011	1011	0
ZNF142	1	0	1	1	0	1076	1076	0
PRRC2B	1	0	1	1	0	1281	1281	0
PRODH2	1	0	1	1	0	155	155	0
ATP6AP1L	1	0	1	1	0	156	156	0
TMEM74	1	0	0.5	1	0	173	173	0
RBM20	1	0	0.5	1	0	183	183	0
ZNF703	1	0	1	1	0	183	183	0
HIST1H4E	1	0	1	1	0	2	2	0
HCN1	1	0	1	1	0	204	204	0
CTSD	1	0	1	1	0	207	207	0
ARGFX	1	0	0.5	1	0	21	21	0
PATL2	1	0	0.5	1	0	175	175	0
AZGP1	1	0	1	1	0	264	264	0
MSH2	1	0	1	1	0	271	271	0
ZNF281	1	0	1	1	0	273	273	0
LRRC61	1	0	1	1	0	32	32	0
PTPDC1	1	0	1	1	0	325	325	0
CSF1	0	NA	NA	0	0	0	0	348
FRMPD1	1	0	1	1	0	378	378	0
L1TD1	1	0	1	1	0	382	382	0
IGSF21	1	0	1	1	0	409	409	373
AREG	1	0	1	1	0	41	41	0
TUBB2B	1	0	1	1	0	420	420	0
ARL5B	1	0	1	1	0	45	45	0
DST	1	1	1	2	2	5086	5098	0
NEDD1	1	0	1	1	0	548	548	0
SLC35G6	1	0	1	1	0	58	58	0
NHSL1	1	0	1	1	0	656	656	0
ARRB2	1	0	1	1	0	75	75	0
ADCY2	1	0	0.5	1	0	701	701	0
ENAM	1	0	1	1	0	1001	1001	0
DIO3	1	0	1	1	0	184	184	0
SF3B1	1	0	0.5	1	0	184	184	0
TUBAL3	1	0	1	1	0	239	239	0
OR2T2	1	0	1	1	0	251	251	0
LILRB1	1	0	1	1	0	326	326	0
OR13D1	1	0	1	1	0	329	329	0
ADSL	1	0	1	1	0	363	363	0
SLCO6A1	1	0	1	1	0	444	444	0
BRSK2	1	0	1	1	0	499	499	0
ENC1	1	0	0.5	1	0	133	133	0
ATP13A5	1	0	1	1	0	621	621	0
GNE	1	1	1	2	2	682	693	0
FCRL5	1	0	1	1	0	747	747	0
PEG3	1	0	0.5	1	0	87	87	0
SCUBE2	1	0	1	1	0	99	99	0
ARVCF	0	NA	NA	0	0	0	0	830
SULT1C3	1	0	1	1	0	168	168	0
SLC1A1	1	0	1	1	0	257	257	0
VWA3A	1	0	1	1	0	325	325	0
VAT1L	1	0	1	1	0	342	342	0
GUCY2F	1	0	1	1	0	913	913	0
GABRR2	1	0	1	1	0	114	114	0
BHLHB9	0	NA	NA	0	0	0	0	18
HIST1H3H	1	0	1	1	0	2	2	0
DNAJC13	1	0	0.5	1	0	530	530	0
CDKN2A	0	NA	NA	0	0	0	0	30
TBX21	1	0	1	1	0	304	304	0
IQSEC2	1	0	1	1	0	350	350	0
GPR142	1	0	1	1	0	409	409	0
TMTC2	1	0	1	1	0	471	471	0
SLC37A1	1	0	1	1	0	59	59	0
HCAR1	1	0	1	1	0	60	60	0
ATP8B2	1	0	0.333333333333333	1	0	289	289	0
TCOF1	1	0	0.5	1	0	667	667	0
OR6C2	1	0	0.5	1	0	96	96	0
FGF19	1	0	1	1	0	120	120	0
LHFPL5	1	0	1	1	0	130	130	0
TPSAB1	0	NA	NA	0	0	0	0	248
UBB	1	0	1	1	0	128	128	0
MANBA	1	0	1	1	0	129	129	0
LYPD5	0	NA	NA	0	0	0	0	144
CARNMT1	1	0	0.5	1	0	156	156	0
FBXO18	1	0	1	1	0	168	168	0
TIMP3	0	NA	NA	0	0	0	0	202
SLA2	1	0	1	1	0	221	221	0
PTPN11	1	0	1	1	0	241	241	0
SLC6A19	1	0	1	1	0	266	266	0
TRIM11	1	0	1	1	0	294	294	0
DNAH1	1	0	0.5	1	0	3287	3287	0
TYRP1	1	0	1	1	0	370	370	0
CACNA1C	1	0	1	1	0	374	374	0
SRBD1	1	0	1	1	0	380	380	0
TDRD6	1	0	1	1	0	561	561	0
BRAF	1	0	1	1	0	594	594	0
HSPA2	1	0	1	1	0	639	639	0
C17orf53	1	0	1	1	0	76	76	0
PGS1	1	0	1	1	0	142	142	0
ZCCHC3	0	NA	NA	0	0	0	0	175
MCF2L2	1	0	1	1	0	708	708	204
GARS	1	0	1	1	0	240	240	0
PLEKHA6	0	NA	NA	0	0	0	0	29
IP6K2	1	0	1	1	0	302	302	0
DIP2B	1	0	1	1	0	317	317	0
NR4A1	1	0	1	1	0	335	335	0
ARHGAP15	1	0	0.5	1	0	271	271	0
SPINK5	1	0	1	1	0	411	411	0
ITSN2	1	0	1	1	0	445	445	0
PCDH20	1	0	1	1	0	486	486	0
HMMR	1	0	1	1	0	616	616	0
OVCH1	1	0	1	1	0	910	910	0
SUPT16H	1	0	1	1	0	95	95	0
MAP3K5	0	NA	NA	0	0	0	0	0
SYCP2	1	0	0.5	1	0	1032	1032	0
COL4A5	0	NA	NA	0	0	0	0	0
OR52N1	0	NA	NA	0	0	0	0	0
LAMA1	1	0	0.333333333333333	1	0	853	853	0
HK3	1	0	1	1	0	592	592	0
YLPM1	0	NA	NA	0	0	0	0	0
COL5A1	1	0	0.333333333333333	1	0	848	848	0
KIF16B	0	NA	NA	0	0	0	0	0
MEX3C	0	NA	NA	0	0	0	0	0
JAKMIP3	1	0	1	1	0	433	433	0
SMARCA4	0	NA	NA	0	0	0	0	0
ZNF835	0	NA	NA	0	0	0	0	0
TGFBR1	0	NA	NA	0	0	0	0	0
ZFHX4	0	NA	NA	0	0	0	0	0
ZFHX3	0	NA	NA	0	0	0	0	0
CRYGA	0	NA	NA	0	0	0	0	0
RNF144B	0	NA	NA	0	0	0	0	0
SKIV2L	1	0	1	1	0	844	844	0
GSX1	0	NA	NA	0	0	0	0	0
C4orf50	0	NA	NA	0	0	0	0	0
TEX101	0	NA	NA	0	0	0	0	0
CNTNAP2	0	NA	NA	0	0	0	0	0
ZAN	0	NA	NA	0	0	0	0	0
CACNA1E	1	0	1	1	0	1470	1470	0
OLFM4	0	NA	NA	0	0	0	0	0
UPK3A	1	0	1	1	0	46	46	0
G6PC	0	NA	NA	0	0	0	0	0
UBE2V2	0	NA	NA	0	0	0	0	0
SLC2A13	1	0	1	1	0	239	239	0
DNAAF5	0	NA	NA	0	0	0	0	0
OR3A1	0	NA	NA	0	0	0	0	0
PGLYRP4	0	NA	NA	0	0	0	0	0
MRPL37	0	NA	NA	0	0	0	0	0
NTMT1	0	NA	NA	0	0	0	0	0
SCARF1	0	NA	NA	0	0	0	0	0
ELAC2	0	NA	NA	0	0	0	0	0
WWP1	0	NA	NA	0	0	0	0	0
HIC2	0	NA	NA	0	0	0	0	0
ZNF213	0	NA	NA	0	0	0	0	0
LRP10	0	NA	NA	0	0	0	0	0
MYBPC1	0	NA	NA	0	0	0	0	0
UNC5D	0	NA	NA	0	0	0	0	430
ZBTB38	0	NA	NA	0	0	0	0	0
ZNF534	0	NA	NA	0	0	0	0	0
HECTD4	0	NA	NA	0	0	0	0	1010
PTPRF	0	NA	NA	0	0	0	0	0
TGFB3	0	NA	NA	0	0	0	0	0
COL4A3BP	0	NA	NA	0	0	0	0	0
EHD3	0	NA	NA	0	0	0	0	0
SLC5A5	1	0	1	1	0	180	180	0
SLC6A18	0	NA	NA	0	0	0	0	0
PDIA4	0	NA	NA	0	0	0	0	0
UBA6	0	NA	NA	0	0	0	0	0
ARID3C	0	NA	NA	0	0	0	0	0
UBQLN2	0	NA	NA	0	0	0	0	0
C14orf169	0	NA	NA	0	0	0	0	0
HDAC9	0	NA	NA	0	0	0	0	0
FLRT2	0	NA	NA	0	0	0	0	0
C1orf127	0	NA	NA	0	0	0	0	0
ITGA4	0	NA	NA	0	0	0	0	0
XIRP2	1	0	0.5	1	0	341	341	0
BPHL	0	NA	NA	0	0	0	0	0
C7orf31	0	NA	NA	0	0	0	0	0
PCDHA3	0	NA	NA	0	0	0	0	0
CYP2C18	0	NA	NA	0	0	0	0	0
PCDHGA7	0	NA	NA	0	0	0	0	0
USP19	0	NA	NA	0	0	0	0	0
SARM1	0	NA	NA	0	0	0	0	0
SAGE1	1	0	1	1	0	755	755	0
TRAK1	0	NA	NA	0	0	0	0	0
PPARD	0	NA	NA	0	0	0	0	0
DAB2	1	0	1	1	0	641	641	662
HIST1H3F	1	0	1	1	0	132	132	0
YWHAQ	1	0	1	1	0	138	138	0
PRKCG	0	NA	NA	0	0	0	0	166
ZNF384	0	NA	NA	0	0	0	0	192
RRAGB	1	0	1	1	0	198	198	0
NRK	1	0	1	1	0	208	208	0
HSPG2	1	0	0.25	1	0	1484	1484	0
HNRNPF	1	0	0.5	1	0	217	217	0
HOXB13	0	NA	NA	0	0	0	0	25
SPICE1	1	0	1	1	0	261	261	0
KLC1	1	0	1	1	0	310	310	0
MUS81	1	0	1	1	0	318	318	0
TMEM63A	1	0	1	1	0	326	326	0
PTPN9	1	0	1	1	0	332	332	155
CYP4A22	1	0	0.5	1	0	403	403	0
WDR47	1	0	1	1	0	431	431	0
KCNB1	1	0	1	1	0	575	575	0
MCM9	1	0	1	1	0	74	74	0
ZMYM2	1	0	0.5	1	0	792	792	0
ABCB11	1	0	1	1	0	143	143	0
ESAM	1	0	1	1	0	21	21	0
DNAH6	1	0	0.333333333333333	1	0	1303	1303	0
PARP11	1	0	1	1	0	245	245	0
CANX	1	0	1	1	0	420	420	0
GRM1	1	0	1	1	0	517	517	0
PLCB1	1	0	1	1	0	120	120	0
WWP2	1	0	1	1	0	131	131	0
VN1R2	1	0	1	1	0	321	321	0
DDX60L	1	0	1	1	0	346	346	0
HTR5A	0	NA	NA	0	0	0	0	51
TAF1D	1	0	1	1	0	53	53	0
IBTK	1	0	1	1	0	770	770	0
CMBL	0	NA	NA	0	0	0	0	80
CD93	1	0	1	1	0	458	458	0
BRPF1	1	0	0.5	1	0	303	303	0
ARAP2	1	0	1	1	0	1184	1184	0
PDCD5	1	0	1	1	0	122	122	0
HIST1H3B	1	0	1	1	0	124	124	0
ZNF236	1	0	1	1	0	1305	1305	0
RFPL1	1	0	1	1	0	132	132	0
STK19	1	0	1	1	0	137	137	0
TDO2	1	0	1	1	0	139	139	0
NUP210	1	0	1	1	0	1430	1430	0
CMYA5	1	0.666666666666667	0.666666666666667	2	2	1598	1605	0
GPR173	1	0	1	1	0	161	161	0
PRDX3	1	0	1	1	0	163	163	0
CDK19	1	0	1	1	0	173	173	0
ANKRD34B	1	0	1	1	0	175	175	0
CCDC178	1	0	1	1	0	203	203	0
CEP295	1	0	1	1	0	2089	2089	0
PRUNE2	1	0	1	1	0	237	237	0
ACTG1	1	0	0.5	1	0	81	81	0
SCIN	1	0	1	1	0	256	256	0
DNAH14	1	0	1	1	0	2632	2632	362
RAB3GAP2	1	0	1	1	0	279	279	0
RHOB	1	0	1	1	0	28	28	0
GRM3	1	0	1	1	0	280	280	0
APEX1	1	0	1	1	0	283	283	0
DGKZ	1	0	1	1	0	297	297	0
MAGEB6	1	0	1	1	0	339	339	0
NOTCH3	1	0	1	1	0	363	363	0
SFMBT2	1	0	1	1	0	384	384	0
RARS2	1	0	1	1	0	395	395	0
BCAR1	1	0	1	1	0	401	401	0
FBLN7	1	0	1	1	0	411	411	0
HMGCS2	1	0	1	1	0	436	436	0
PDE9A	1	0	1	1	0	443	443	0
TMC7	1	0	1	1	0	470	470	0
RBM27	1	0	1	1	0	482	482	0
WDR44	1	0	0.5	1	0	425	425	0
RBM15	1	0	1	1	0	682	682	0
DCAF8L1	1	0	1	1	0	78	78	0
EEF2	1	0	1	1	0	823	823	0
KMT2A	1	0	0.333333333333333	1	0	877	877	0
WBSCR22	1	0	1	1	0	93	93	0
MRGPRE	1	0	1	1	0	278	278	0
RIMS1	1	0	1	1	0	1495	1495	0
PMS2	0	NA	NA	0	0	0	0	0
PKD1L1	0	NA	NA	0	0	0	0	0
FCRL6	0	NA	NA	0	0	0	0	0
ZNF737	0	NA	NA	0	0	0	0	0
DYRK2	0	NA	NA	0	0	0	0	0
ZBP1	0	NA	NA	0	0	0	0	0
ALK	0	NA	NA	0	0	0	0	0
KANSL2	0	NA	NA	0	0	0	0	0
ST6GAL1	0	NA	NA	0	0	0	0	0
CMTM1	0	NA	NA	0	0	0	0	0
CCDC13	0	NA	NA	0	0	0	0	0
ARAP1	0	NA	NA	0	0	0	0	0
CEMIP	0	NA	NA	0	0	0	0	0
PXDNL	1	0	1	1	0	952	952	0
ZNF319	0	NA	NA	0	0	0	0	0
ABL1	0	NA	NA	0	0	0	0	0
ZNF391	0	NA	NA	0	0	0	0	0
EML6	0	NA	NA	0	0	0	0	391
GABRA1	1	0	1	1	0	11	11	0
UGT2A3	1	0	0.5	1	0	15	15	0
RUNDC3B	1	0	1	1	0	278	278	0
NWD1	1	0	0.5	1	0	210	210	0
SLF1	1	0	0.5	1	0	827	827	0
OR5D18	1	0	1	1	0	267	267	0
RASGEF1B	1	0	1	1	0	298	298	0
ZEB1	1	0	1	1	0	659	659	0
FMN1	1	0	1	1	0	1298	1298	0
NOL9	1	0	1	1	0	184	184	0
ZNF157	1	0	1	1	0	19	19	0
ZBBX	1	0	1	1	0	201	201	0
FAM90A1	1	0	1	1	0	233	233	0
FLI1	1	0	1	1	0	242	242	0
MPPED2	1	0	1	1	0	245	245	0
C12orf50	1	0	1	1	0	251	251	0
LRRC14B	1	0	1	1	0	254	254	0
DPP10	1	0	1	1	0	262	262	0
CLEC1A	1	0	1	1	0	272	272	0
C14orf159	1	0	1	1	0	281	281	0
